session_date,observer_id,session_id,location_id,participant_id,Gender,session_start,session_end,observer_session_task id,What,start_time,end_time,elapsed_time,total_time,total_time(fixed_sec),Who,How,How_(subcategories),Where,ended_by,multi_with,num_of_multitask_fragments,num_of_tasks_in_multi_1,multi_task_id_1,multi_start_1,multi_end_1,num_of_tasks_in_multi_2,multi_task_id_2,multi_start_2,multi_end_2,num_of_tasks_in_multi_3,multi_task_id_3,multi_start_3,multi_end_3,num_of_tasks_in_multi_4,multi_task_id_4,multi_start_4,multi_end_4,total_overlapping_time,is_interrupting_task?,interrupted_by,num_of_interrupts,int_task_id_1,int_start_1,int_end_1,active_1,active_2,inactive_1,is_session_complete?
22-Jul-21,10040,10342,Season 8 Episode 1 ,Bob Kelso,M,0:10:57,0:33:40,10040_10342_1,Off-Screen,0:10:57,0:20:52,0:09:55,0:09:55,595,0,0,Off-Screen,10040_10342_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:09:55,,,,,TRUE,,,,
22-Jul-21,10040,10342,Season 8 Episode 1 ,Bob Kelso,M,0:10:57,0:33:40,10040_10342_2,Social,0:20:52,0:21:12,0:00:20,0:00:20,20,Other,Talking,Hospital,10040_10342_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:20,,,,,TRUE,,,,
22-Jul-21,10040,10342,Season 8 Episode 1 ,Bob Kelso,M,0:10:57,0:33:40,10040_10342_3,Off-Screen,0:21:12,0:21:36,0:00:24,0:00:24,24,0,0,Off-Screen,10040_10342_4,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:24,,,,,TRUE,,,,
22-Jul-21,10040,10342,Season 8 Episode 1 ,Bob Kelso,M,0:10:57,0:33:40,10040_10342_4,Social,0:21:36,0:21:47,0:00:11,0:00:11,11,Other,Talking,Hospital,10040_10342_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:11,,,,,TRUE,,,,
22-Jul-21,10040,10342,Season 8 Episode 1 ,Bob Kelso,M,0:10:57,0:33:40,10040_10342_5,Off-Screen,0:21:47,0:33:40,0:11:53,0:11:53,713,0,0,Off-Screen,user,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:11:53,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_1,Off-Screen,23:58:14,0:00:44,23:57:30,23:57:30,86250,0,0,Off-Screen,10040_10381_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,23:57:30,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_2,Social,0:00:44,0:00:48,0:00:04,0:00:04,4,Nurse,Talking,Hospital,10040_10381_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:04,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_3,Off-Screen,0:00:48,0:10:19,0:09:31,0:09:31,571,0,0,Off-Screen,10040_10381_4,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:09:31,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_4,Nothing Happening,0:10:19,0:10:24,0:00:05,0:00:05,5,0,0,Nothing Happening,10040_10381_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:05,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_5,Social,0:10:24,0:10:27,0:00:03,0:00:03,3,Other,Talking,Hospital,10040_10381_6,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:03,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_6,Off-Screen,0:10:27,0:10:46,0:00:19,0:00:19,19,0,0,Off-Screen,10040_10381_7,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:19,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_7,Social,0:10:46,0:10:50,0:00:04,0:00:04,4,Other,Talking,Hospital,10040_10381_8,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:04,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_8,Off-Screen,0:10:50,0:11:42,0:00:52,0:00:52,52,0,0,Off-Screen,10040_10381_9,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:52,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_9,Nothing Happening,0:11:42,0:11:47,0:00:05,0:00:05,5,0,0,Nothing Happening,10040_10381_10,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:05,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_10,Off-Screen,0:11:47,0:14:50,0:03:03,0:03:03,183,0,0,Off-Screen,10040_10381_11,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:03:03,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_11,Social,0:14:50,0:15:24,0:00:34,0:00:34,34,Other,Talking,Hospital,10040_10381_12,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:34,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_12,Social,0:15:24,0:15:27,0:00:03,0:00:03,3,Nurse,Talking,Hospital,10040_10381_13,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:03,,,,,TRUE,,,,
31-Jul-21,10040,10381,Season 8 Episode 10,Bob Kelso,M,23:58:14,0:21:35,10040_10381_13,Off-Screen,0:15:27,0:21:35,0:06:08,0:06:08,368,0,0,Off-Screen,user,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:06:08,,,,,TRUE,,,,
19-Aug-21,10040,10482,Season 8 Episode 13,Bob Kelso,M,23:45:38,0:18:25,10040_10482_1,Off-Screen,23:45:38,0:18:25,23:27:13,23:27:13,84433,0,0,Off-Screen,user,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,23:27:13,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_1,Off-Screen,19:42:40,19:47:19,0:04:39,0:04:39,279,0,0,Off-Screen,10020_10267_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:04:39,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_2,Nothing Happening,19:47:19,19:47:36,0:00:17,0:00:17,17,0,0,Nothing Happening,10020_10267_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:17,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_3,Off-Screen,19:47:36,19:51:57,0:04:21,0:04:21,261,0,0,Off-Screen,10020_10267_4,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:04:21,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_4,Social,19:51:57,19:52:19,0:00:22,0:00:22,22,Other,Talking,Hospital,10020_10267_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:22,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_5,Off-Screen,19:52:19,19:52:42,0:00:23,0:00:23,23,0,0,Off-Screen,10020_10267_6,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:23,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_6,Social,19:52:42,19:52:54,0:00:12,0:00:12,12,Other,Text,Hospital,10020_10267_7,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:12,,,,,TRUE,,,,
27-Jun-21,10020,10267,S8E1,Bob Kelso,M,19:42:40,20:05:00,10020_10267_7,Off-Screen,19:52:54,20:05:00,0:12:06,0:12:06,726,0,0,Off-Screen,session,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:12:06,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_1,Off-Screen,17:38:57,17:40:35,0:01:38,0:01:38,98,0,0,Off-Screen,10020_10327_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:01:38,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_2,Social,17:40:35,17:40:40,0:00:05,0:00:05,5,Nurse,Talking,Hospital,10020_10327_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:05,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_3,Off-Screen,17:40:40,17:42:15,0:01:35,0:01:35,95,0,0,Off-Screen,10020_10327_4,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:01:35,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_4,Nothing Happening,17:42:15,17:42:31,0:00:16,0:00:16,16,0,0,Nothing Happening,10020_10327_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:16,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_5,Off-Screen,17:42:31,17:49:41,0:07:10,0:07:10,430,0,0,Off-Screen,10020_10327_6,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:07:10,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_6,Nothing Happening,17:49:41,17:49:50,0:00:09,0:00:09,9,0,0,Nothing Happening,10020_10327_7,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:09,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_7,Off-Screen,17:49:50,17:50:12,0:00:22,0:00:22,22,0,0,Off-Screen,10020_10327_8,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:22,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_8,Social,17:50:12,17:50:17,0:00:05,0:00:05,5,Doctor(s),Talking,Hospital,10020_10327_9,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:05,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_9,Off-Screen,17:50:17,17:51:06,0:00:49,0:00:49,49,0,0,Off-Screen,10020_10327_10,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:49,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_10,Nothing Happening,17:51:06,17:51:59,0:00:53,0:00:53,53,0,0,Nothing Happening,10020_10327_11,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:53,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_11,Off-Screen,17:51:59,17:53:23,0:01:24,0:01:24,84,0,0,Off-Screen,10020_10327_12,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:01:24,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_12,Social,17:53:23,17:54:03,0:00:40,0:00:40,40,Other,Talking,Hospital,10020_10327_13,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:40,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_13,Social,17:54:03,17:54:07,0:00:04,0:00:04,4,Nurse,Talking,Hospital,10020_10327_14,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:04,,,,,TRUE,,,,
9-Jul-21,10020,10327,S8E10,Bob Kelso,M,17:38:57,17:59:59,10020_10327_14,Off-Screen,17:54:07,17:59:59,0:05:52,0:05:52,352,0,0,Off-Screen,session,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:05:52,,,,,TRUE,,,,
15-Jul-21,10020,10324,S8E13,Bob Kelso,M,11:32:19,11:53:33,10020_10324_1,Off-Screen,11:32:19,11:36:21,0:04:02,0:04:02,242,0,0,Off-Screen,10020_10324_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:04:02,,,,,TRUE,,,,
15-Jul-21,10020,10324,S8E13,Bob Kelso,M,11:32:19,11:53:33,10020_10324_2,Nothing Happening,11:36:21,11:36:35,0:00:14,0:00:14,14,0,0,Nothing Happening,10020_10324_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:14,,,,,TRUE,,,,
15-Jul-21,10020,10324,S8E13,Bob Kelso,M,11:32:19,11:53:33,10020_10324_3,Off-Screen,11:36:35,11:53:33,0:16:58,0:16:58,1018,0,0,Off-Screen,session,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:16:58,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_1,Off-Screen,18:06:35,18:12:06,0:05:31,0:05:31,331,0,0,Off-Screen,10020_10320_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:05:31,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_2,Nothing Happening,18:12:06,18:12:20,0:00:14,0:00:14,14,0,0,Nothing Happening,10020_10320_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:14,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_3,Off-Screen,18:12:20,18:14:16,0:01:56,0:01:56,116,0,0,Off-Screen,10020_10320_4,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:01:56,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_4,Social,18:14:16,18:14:34,0:00:18,0:00:18,18,Doctor(s),Talking,Hospital,10020_10320_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:18,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_5,Social,18:14:34,18:14:53,0:00:19,0:00:19,19,Other,Talking,Hospital,10020_10320_6,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:19,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_6,Off-Screen,18:14:53,18:15:01,0:00:08,0:00:08,8,0,0,Off-Screen,10020_10320_7,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:08,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_7,Social,18:15:01,18:15:08,0:00:07,0:00:07,7,Other,Talking,Hospital,10020_10320_8,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:07,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_8,Off-Screen,18:15:08,18:22:30,0:07:22,0:07:22,442,0,0,Off-Screen,10020_10320_9,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:07:22,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_9,Social,18:22:30,18:22:48,0:00:18,0:00:18,18,Other,Talking,Hospital,10020_10320_10,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:18,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_10,Social,18:22:48,18:23:14,0:00:26,0:00:26,26,Doctor(s),Talking,Hospital,10020_10320_11,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:26,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_11,Social,18:23:14,18:23:46,0:00:32,0:00:32,32,Other,Talking,Hospital,10020_10320_12,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:32,,,,,TRUE,,,,
15-Jul-21,10020,10320,S8E17,Bob Kelso,M,18:06:35,18:28:14,10020_10320_12,Off-Screen,18:23:46,18:28:14,0:04:28,0:04:28,268,0,0,Off-Screen,session,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:04:28,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_1,Off-Screen,23:53:51,0:03:37,23:50:14,23:50:14,85814,0,0,Off-Screen,10040_10582_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,23:50:14,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_2,Social,0:03:37,0:04:05,0:00:28,0:00:28,28,Doctor(s),Talking,Hospital,10040_10582_4,10040_10582_3,1,2,10040_10582_3,0:03:50,0:04:05,,,,,0:00:15,FALSE,,0,,,,,,,0:00:28,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_3,Social,0:03:50,0:04:05,0:00:15,0:00:15,15,Other,Talking,Hospital,10040_10582_4,10040_10582_2,1,2,10040_10582_2,0:03:50,0:04:05,,,,,0:00:15,FALSE,,0,,,,,,,0:00:15,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_4,Off-Screen,0:04:05,0:04:29,0:00:24,0:00:24,24,0,0,Off-Screen,10040_10582_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:24,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_5,Social,0:04:29,0:04:37,0:00:08,0:00:08,8,Other,Talking,Hospital,10040_10582_6,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:08,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_6,Off-Screen,0:04:37,0:13:03,0:08:26,0:08:26,506,0,0,Off-Screen,10040_10582_7,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:08:26,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_7,Social,0:13:03,0:13:56,0:00:53,0:00:53,53,Other,Talking,Hospital,10040_10582_8,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:53,,,,,TRUE,,,,
25-Nov-21,10040,10582,Season 8 Episode 17,Bob Kelso ,M,23:53:51,0:19:46,10040_10582_8,Off-Screen,0:13:56,0:19:46,0:05:50,0:05:50,350,0,0,Off-Screen,user,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:05:50,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_1,Off-Screen,23:48:56,23:51:42,0:02:46,0:02:46,166,0,0,Off-Screen,10040_10344_2,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:02:46,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_2,Social,23:51:42,23:52:06,0:00:24,0:00:24,24,Doctor(s),Talking,Hospital,10040_10344_3,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:24,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_3,Off-Screen,23:52:06,23:55:06,0:03:00,0:03:00,180,0,0,Off-Screen,10040_10344_4,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:03:00,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_4,Social,23:55:06,23:55:20,0:00:14,0:00:14,14,Doctor(s),Talking,Hospital,10040_10344_5,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:14,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_5,Off-Screen,23:55:20,23:55:31,0:00:11,0:00:11,11,0,0,Off-Screen,10040_10344_6,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:11,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_6,Social,23:55:31,23:56:19,0:00:48,0:00:48,48,Doctor(s),Talking,Hospital,10040_10344_8,10040_10344_7,1,2,10040_10344_7,23:55:42,23:55:47,,,,,0:00:05,FALSE,,0,,,,,,,0:00:48,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_7,In-transit,23:55:42,23:55:47,0:00:05,0:00:05,5,0,0,Hospital,user,10040_10344_6,1,2,10040_10344_6,23:55:42,23:55:47,,,,,0:00:05,FALSE,,0,,,,,,,0:00:05,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_8,Professional Communication,23:56:19,23:56:23,0:00:04,0:00:04,4,Nurse,Talking,Hospital,10040_10344_9,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:04,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_9,Off-Screen,23:56:23,23:56:43,0:00:20,0:00:20,20,0,0,Off-Screen,10040_10344_10,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:20,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_10,Nothing Happening,23:56:43,23:56:55,0:00:12,0:00:12,12,0,0,Nothing Happening,10040_10344_11,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:12,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_11,Indirect Care,23:56:55,23:57:56,0:01:01,0:01:01,61,Patient,Talking,Hospital,10040_10344_12,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:01:01,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_12,In-transit,23:57:56,23:58:35,0:00:39,0:00:39,39,0,0,Hospital,10040_10344_14,10040_10344_13,1,2,10040_10344_13,23:57:58,23:58:34,,,,,0:00:36,FALSE,,0,,,,,,,0:00:39,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_13,Social,23:57:58,23:58:34,0:00:36,0:00:36,36,Doctor(s),Talking,Hospital,user,10040_10344_12,1,2,10040_10344_12,23:57:58,23:58:34,,,,,0:00:36,FALSE,,0,,,,,,,0:00:36,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_14,Indirect Care,23:58:35,23:58:51,0:00:16,0:00:16,16,Patient,Talking,Hospital,10040_10344_15,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:16,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_15,Professional Communication,23:58:51,23:59:02,0:00:11,0:00:11,11,Other,Talking,Hospital,10040_10344_16,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:11,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_16,Indirect Care,23:59:02,23:59:23,0:00:21,0:00:21,21,Patient,Talking,Hospital,10040_10344_17,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:21,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_17,Social,23:59:23,23:59:39,0:00:16,0:00:16,16,Doctor(s),Talking,Hospital,10040_10344_18,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:16,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_18,Indirect Care,23:59:39,23:59:51,0:00:12,0:00:12,12,Patient,Talking,Hospital,10040_10344_19,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:12,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_19,Nothing Happening,23:59:51,23:59:55,0:00:04,0:00:04,4,0,0,Nothing Happening,10040_10344_20,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,0:00:04,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_20,Indirect Care,23:59:55,0:00:00,0:00:05,0:00:05,5,Patient,Talking,Hospital,10040_10344_21,,0,,,,,,,,,0:00:00,FALSE,,0,,,,,,,23:59:55,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_21,In-transit,0:00:00,0:00:09,0:00:09,0:00:09,9,0,0,Hospital,user,10040_10344_22,1,2,10040_10344_22,0:00:03,0:00:09,,,,,0:00:06,FALSE,,0,,,,,,,0:00:09,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_22,Social,0:00:03,0:00:31,0:00:28,0:00:28,28,Doctor(s),Talking,Hospital,10040_10344_24,"10040_10344_21,10040_10344_23",2,2,10040_10344_21,0:00:03,0:00:09,2,10040_10344_23,0:00:12,0:00:30,0:00:24,FALSE,,0,,,,,,,0:00:28,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_23,Social,0:00:12,0:00:30,0:00:18,0:00:18,18,Other,Talking,Hospital,user,10040_10344_22,1,2,10040_10344_22,0:00:12,0:00:30,,,,,0:00:18,FALSE,,0,,,,,,,0:00:18,,,,,TRUE,,,,
22-Jul-21,10040,10344,Season 8 Episode 2,Christopher Turk,M,23:48:56,0:15:43,10040_10344_24,In-transit,0:00:31,0:00:43,0:00:12,0:00:12,12,0,0,Hospital,user,10040_10344_25,1,2,10040_10344_25,0:00:35,0:00:43,,,,,0:00:08,FALSE,,0,,,,,,,0:00:12,,,,,TRUE,,,,
